,name,phone,address,rating,description,main_tag,sub_tag
69,Little Star Mobile Phone Sales Service,9446413366 9495746611,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Mobile Accessories,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop Mobile Accessories
70,Twins Mobiles,9847541116 0471-4062511,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Sales and Service Mobile phone accessories,Also listed In Mobile Phone Sales and Service Mobile phone accessories
71,Fone Mate Mobil Sales And Service,7012022170 9037779797,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,* Mobile Phone Dealers * Mobile Phone Dealers-Samsung * Mobile Phone Battery Dealers * Mobile Phone Dealers-Huawei * Mobile Phone Dealers-Vivo * Mobile Phone Dealers-Oppo * Mobile Phone Dealers-Gionee * Mobile Phone Dealers-Lenovo * Mobile Phone Dealers-Nokia * Mobile Phone Dealers-Micromax,Also listed In Mobile Phone Mobile Phone Servicing Mobile phone accessories Mobile Phone Distributors,Also listed In Mobile Phone Mobile Phone Servicing Mobile phone accessories Mobile Phone Distributors
72,Aymen Mobiles Sales & Service,7511161339,"Pazhavangadi, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile phone accessories,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile phone accessories
73,Smart Fix Mobiles Sales & Services,8137911914,"Thakaraparambu, Trivandrum View Location",Be the first one to rate,"We Repair At crak Screen, Lcd Failure, Water Damage, Phone Doesn't Turn On, Charge Microphone, Speaker Failure, Software Updating, Phone Unlocking.",Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile phone accessories,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile phone accessories
74,I - Tech Mobile Service Point,7736511332,"Thampanoor, Trivandrum View Location",Be the first one to rate,"This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Trivandrum. Over the course of its journey, this business has established a firm foothold in it’s industry. The belief that customer satisfaction is as important as their products and services, have helped this establishment... + More",Also listed In Mobile Phone Mobile Phone Servicing Mobile Care Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Care Sales and Service
75,4G Mobils,9744330102,"Mundakayam, Kottayam View Location",Be the first one to rate,"All kinds of mobile accessories,Second hand mobiles are also available....",Also listed In Mobile Phone Mobile phone accessories,Also listed In Mobile Phone Mobile phone accessories
76,Madeena Mobiles,9746883918,"Kanjirappally, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop, Mobile phone accessories..........",Also listed In Mobile Phone Mobile phone accessories,Also listed In Mobile Phone Mobile phone accessories
77,Sangeetha Mobile,9847520849,"Mundakayam, Kottayam View Location",Be the first one to rate,All kinds of mobile accessories........................,Also listed In Mobile Phone Mobile phone accessories,Also listed In Mobile Phone Mobile phone accessories
78,Digi Cafe,9961451445 9961471445 9961441445,"Kanjirappally, Kottayam View Location",Be the first one to rate,All types of mobile accessories. We have mobile phones of all major brands at attractive rates. One stop shop for mobile phones,Also listed In Mobile Phone Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Shop
79,Salala mobiles,8075187286,"Puthuppally, Kottayam View Location",Be the first one to rate,Quck service all mobile phone samart phone tab torchu emergence lamp extr your choice you need low cost repier joing with salala mobiles,Also listed In Mobile Phone Mobile Number & Email Database Mobile Phone Accessories Shop Mobile Phone Servicing,Also listed In Mobile Phone Mobile Number & Email Database Mobile Phone Accessories Shop Mobile Phone Servicing
80,Mobile Gallery Multibrand Mobile Service Centre,9995854899,"Kanjikode, Palakkad View Location","5 out of 5, based on user votes","'Mobile Gallery ! Multi Brand Mobile Service Center. We Fix All Brand Touch Glass, Combo Fixing With Using New Technology. All Hardware & Software Problems. Computerised And Machinery wise Serviceing. ISO 9001:2008 Certified Technicians.",Also listed In Mobile Phone Mobile Care Mobile Phone Servicing Mobile Phone Unlocking,Also listed In Mobile Phone Mobile Care Mobile Phone Servicing Mobile Phone Unlocking
81,Cell Fix,9074502761,"Kadamkode, Palakkad View Location",Be the first one to rate,Reliable service Mobile phone accessories sales Phone unlocking Software hardware troubleshooting New connection Second hand mobile sales Chip level servicing we are providing Beyond your expectation,Also listed In Mobile Phone Mobile & D2h Rechaging Mobile Phone Servicing Sales and Service,Also listed In Mobile Phone Mobile & D2h Rechaging Mobile Phone Servicing Sales and Service
82,Orbit Mobiles,9605931907,"Koothattukulam, Ernakulam View Location",Be the first one to rate,"Mobile Phone shop. Mobile Phone Sales and Service. Dealers of all branded mobiles and Accessories. All types of Mobile Servicing and Recharging Etc... Phone :- Vivo, oppo, samsung, nokia, coolpad, mi, micromax etc.....",Also listed In Mobile Phone Mobile Phone Accessories Shop Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Phone Accessories Shop Mobile Phone Shop Sales and Service
83,Cell Phone City,9961484949,"Kanjirappally, Kottayam View Location",Be the first one to rate,"Mobile Phone shop. Mobile Phone Sales and Service. Dealers of all branded mobiles and Accessories. All types of Mobile Servicing and Recharging Etc... Phone :- Samsung, Nokia, Moto g, Oppo, Lenovo, Vivio etc.....",Also listed In Mobile Phone Mobile Phone Accessories Shop Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Phone Accessories Shop Mobile Phone Shop Sales and Service
84,Orange Mobiles & Duty Paid Shop,9633560025 9847238621,"Kottarakkara, Kollam View Location",Be the first one to rate,"Mobile phone & Electronics Shop. Dealers and computerised repairing and service centre of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc.Authorised dealers of Reliance Jio, Micromax, Lava, Samsung, Lenovo, Nokia, Intex & Oppo.",Also listed In Mobile Phone Mobile phone accessories Mobile Phone Accessories Shop Sales and Service,Also listed In Mobile Phone Mobile phone accessories Mobile Phone Accessories Shop Sales and Service
85,Nokia Service Centre,8129948833,"Kottayam, Kottayam View Location",Be the first one to rate,"We repair all models of Nokia phones like Nokia Asha, Nokia Lumia,Nokia N9,Nokia . MI service also we undertake.",Also listed In Mobile Phone Mobile Care Sales and Service,Also listed In Mobile Phone Mobile Care Sales and Service
86,Mahadev Mobile Accessories,9072909004 9072909005,"Pulimoodu Jn, Kottayam View Location",Be the first one to rate,Wholesaledealers in spare parts & accessories,Also listed In Mobile Phone Mobile Accessories,Also listed In Mobile Phone Mobile Accessories
87,Mobile Nation,9946483600 9544143785,"Perunna, Kottayam View Location",Be the first one to rate,* Mobile Sales and service * Emi available * Online phone * Used phones and all kind of accessories * Unlocking and servicing * Memory cards * Pouches Samsung A50 - 18490 Oppo F11 - 17990 Vivo y17 - 15990 Redmi note Pro - 1490 Bajaj emi Hdb.... 0% schme available,Also listed In Mobile Phone Mobile phone accessories Mobile Phone Servicing Sales and Service,Also listed In Mobile Phone Mobile phone accessories Mobile Phone Servicing Sales and Service
88,aysha comunication,9847013274 04844033274 9633778833,"Shanmugham Road, Ernakulam View Location",Be the first one to rate,we are repair all type of mobile phone any problem with in 30 min with our warranty also screen replacement lcd broken chip level ic software update unlocking all phone all day we are open shop 10 am to 8 pm..also open all sunday and holiday will be open with lcd glass broken replacement with in 2 hour neat and clean your phone,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Unlocking Sales and Service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Unlocking Sales and Service
89,Aeon Mobile Sales & Accessories,8547282930 04692412829,"Haripad, Alleppey View Location",Be the first one to rate,"Aeon, Mobile Sales & Accessories, Near Panchayath Office, Kumarapuram PO, Harippad,",Also listed In Mobile Phone Mobile Accessories Recharge Coupon,Also listed In Mobile Phone Mobile Accessories Recharge Coupon
90,JUMBO Mobiles & Accessories,9847836493,"Thalassery, Kannur View Location",Be the first one to rate,"All Mobile brands under one roof , Mobile accessories , second hand Mobiles, Mobile service centre in Thalassery",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Chargers & Adaptor Mobile phone accessories,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Chargers & Adaptor Mobile phone accessories
91,Tharakans digital store,9048168319,"Thrissur Town, Thrissur View Location",Be the first one to rate,Selling mobile phones at the least price anywhere comparitive to online shopping or from shops. Cash on delivery available only in Thrissur.A wide range of online trending mobiles in Tharakan digital Store. Need a new phone? The fastest online Mobile phone delivery than ever is available NOW!! Head to Tharakans Digital store at th... + More,Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Shop,Also listed In Mobile Phone Mobile Chargers & Adaptor Mobile phone accessories Mobile Phone Shop
92,Mobi Star,9539523714 7902673770,"Parampuzha, Kottayam View Location",Be the first one to rate,"Mobile sales and service. Dealers of Oppo, Samsung, MI, Lenovo, Moto, itel, Honor etc....DTP English & Malayalam",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service
93,Perfect Mobiles,9048602090,"Kidangoor, Kottayam View Location",Be the first one to rate,"Mobile shop. All types of branded mobilephones Oppo, Nokia, Vivo, MI, Lenovo, Asus, honor etc....sales, service and accessories.",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service
94,Cellis Connect 2 life,7034999883 0484 4035839 9847480703,"Marine Drive, Ernakulam View Location",Be the first one to rate,"Mobile phone Accessories sales, mobile phone Service all over kerala. We deliver all types of mobile accessories.",Also listed In Mobile Phone Mobile Accessories Mobile phone accessories Mobile Phone Accessories Shop,Also listed In Mobile Phone Mobile Accessories Mobile phone accessories Mobile Phone Accessories Shop
95,CRAZY MOBILE,8129797555 04702629917 9946838105,"Attingal, Trivandrum View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of Branded Mobiles Phones, Spares and Accessories,We undertake mobile Servicing &Repairing Works,Recharge Coupons,New Mobile Connections, Head Phones, Bluetooth headsets, Wireless Speakers, Mobile phone covers,Batteries, etc.",Also listed In Mobile Phone apple service Branded Mobile & Second Hand Mobile Phone Mobile Accessories,Also listed In Mobile Phone apple service Branded Mobile & Second Hand Mobile Phone Mobile Accessories
96,J M Mobilephone servicing & Auto Consultancy Centre,9747558872 9349938872,"Kudamaloor, Kottayam View Location",Be the first one to rate,Mobile phone Servicing & Auto Consultancy Centre. All types of mobile servicing and accessories & auto consultancy services available.,Also listed In Mobile Phone Mobile Accessories Mobile Phone Servicing,Also listed In Mobile Phone Mobile Accessories Mobile Phone Servicing
97,Mobile Gallery,9048500500 7034586650,"Kaduvakulam, Kottayam View Location",Be the first one to rate,"Mobile Shop. All types of mobile phone sales, service and accessories and phone exchange facility & Finance service etc... available",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service
98,Areekal Mobiles,9633881188 9656535360 9447677860,"Mundakayam, Kottayam View Location",Be the first one to rate,"Mobilephone shop. Sales, service and accessories of all types of mobilephones. Dealers of Samsung, Nokia, LG, Micromax, Oppo, Vivo, Asus, MI etc....",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service
99,D-HUB - Mi Store,7909131923,"Mavelikara, Alleppey View Location",Be the first one to rate,All kinds of mobiles & computer sales & services......,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop
100,Phone Kada,9947118538 9207209797,"Pulimoodu Jn, Kottayam View Location","3 out of 5, based on user votes",Mobile phone sales and services. All type mobile service,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop
101,Mobile Plus,8943464543 9633363731,"Ambalapuzha, Alleppey View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all Branded Mobiles and Accessories. All types of Mobile Servicing and Recharging,New Mobile Connections,Nokia ,Lg, Samsung Etc",Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service
102,Phone Club,9748277151 7592052852,"Vakathanam, Kottayam View Location",Be the first one to rate,"Mobilephone shop. All types of mobilephone sales, service and accessories available. Dealers of Samsung, Oppo, Vivo, MI etc....",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service
103,Galaxy Mobile Service,9048954165,"Pattambi, Palakkad View Location",Be the first one to rate,All Mobile Phone Services Samsung Service Mi Service Oppo Service Vivo Service Iphone Service All Software Uploading & Unlocking Broken Glass changing,Also listed In Mobile Phone apple service Mobile Phone Servicing Mobile Phone Unlocking,Also listed In Mobile Phone apple service Mobile Phone Servicing Mobile Phone Unlocking
104,Incell Group of Mobile Stores Kanjirappally Kottayam,9562626962 9207277770,"Kanjirappally, Kottayam View Location",Be the first one to rate,* Mobilephones * Tablets * Gadget Insurance * Accessories * Repair & Services,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service
105,Incell Group of Mobile Stores Ettumanoor Kottayam,9562626962 9207277770,"Ettumanoor, Kottayam View Location",Be the first one to rate,* Mobilephones * Tablets * Gadget Insurance * Accessories * Repair & Services,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service
106,Incell Group of Mobile Stores Baker Junction Kottayam,9562626962 9207277770 9207664777,"Baker Jn., Kottayam View Location",Be the first one to rate,* Mobilephones * Tablets * Gadget Insurance * Accessories * Repair & Services,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop Sales and Service
107,Hi-Look Mobile World,9605677798 04792455355 9605059355,"Chengannur, Alleppey View Location",Be the first one to rate,"We have the biggest and latest collection of smartphones, tablets, Iphones and accessories at unbeatable prices in the gadget market.",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Sales and Service
108,Selfi Mobiles Kallara Kottayam,9495245123 8547867879,"Kallara South, Kottayam View Location",Be the first one to rate,"Mobilephone shop. All types of branded mobilephones sales, service and accessories available. Dealers of itel, Samsung, Vivo, Oppo etc....",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Phone Accessories Shop Sales and Service,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile Phone Accessories Shop Sales and Service
109,New Mobile Spot,9847800747,"Pala, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers,mobile phone covers,batteries, etc.",Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop
110,Cell 4 U Mobiles,9895072434 7558870066,"Pala, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc.",Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop,Also listed In Mobile Phone Mobile Accessories Mobile Phone Shop
111,MAHALALSHMI SOLUTIONS,9037778448,"Kottayam, Kottayam View Location",Be the first one to rate,"BETTER SERVICE,QUICK SERVICE.CUSTOMER SATISFACTION IS OUR MOTTO.WELL EXPERIENCED WORKER ,GOOD ,BETTER, BEST",Also listed In Mobile Phone Mobile Accessories Mobile Care Mobile Chargers & Adaptor,Also listed In Mobile Phone Mobile Accessories Mobile Care Mobile Chargers & Adaptor
112,Indian Times & Mobiles,9846855699 0478 3260006 9947753950,"Cherthala, Alleppey View Location",Be the first one to rate,Watches and mobile shop. Dealers of all types of branded mobilephones and watches. We undertake mobile phones and watches servicing and repairing works.,Also listed In Mobile Phone Sales and Service Mobile Phone Shop Branded Mobile & Second Hand Mobile Phone,Also listed In Mobile Phone Sales and Service Mobile Phone Shop Branded Mobile & Second Hand Mobile Phone
113,Phone Smart Mobiles,8089579758,"kizhisseri, Malappuram View Location","5 out of 5, based on user votes","All mobile sales and service,online services,programming,accessories,unlocking,softwares,sim activation.",Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Mobile Phone Servicing,Also listed In Mobile Phone Branded Mobile & Second Hand Mobile Phone Mobile phone accessories Mobile Phone Servicing
114,Nice Gallery,9495644146 8078011406,"Ayarkunnam, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc.",Also listed In Mobile Phone Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Shop
115,iTeck Care,9447885879 0484-4871114,"Palarivattom, Ernakulam View Location",Be the first one to rate,"iTeck Care is one of the leading iPhone Express service centers in Kerala, in Ernakulam, Kochi, Cochin, Kerala. Specialize in iPhone broken screen replacement, display replacement, software updating in Kochi. Highly experience iPhone technicians with over 18 years of experience. Original OEM spares with 1 year warranty. One of the best ... + More",Also listed In Mobile Phone apple service Mobile Phone Servicing Mobile Phone Unlocking,Also listed In Mobile Phone apple service Mobile Phone Servicing Mobile Phone Unlocking
116,Josetech Mobiles,8281827714 7511114605,"Caritas, Kottayam View Location",Be the first one to rate,"Making available a wide range of mobiles and tablets of all renowned national and international brands such as OPPO, Apple, Gionee, Sony, Samsung, Vivo, XOLO, Google, Honor, HTC, Huawei, etc., this is surely a one-stop shop for the young and the old. Connecting people, this mobile store ensures to offer its products at the best prices and... + More",Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Phone Accessories Shop,Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Phone Accessories Shop
117,Mobi Hub,9633113396 9961028025,"Kanjikuzhi, Kottayam View Location",Be the first one to rate,"Dealers of mobilephones, tablets and dutypaid items. Making available a wide range of mobiles and tablets of all renowned national and international brands such as OPPO, Apple, Gionee, Sony, Samsung, Vivo, XOLO, Google, Honor, HTC, Huawei, etc., this is surely a one-stop shop for the young and the old. Connecting people, this mobile store... + More",Also listed In Mobile Phone Mobile Phone Unlocking Sales and Service Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Unlocking Sales and Service Mobile Phone Shop
118,Samsung Smart Cafe,9072337718,"Cherthala, Alleppey View Location",Be the first one to rate,"Mobiles & electronics shop. All types of mobiles sales, service and accessories available. Authorised dealer of Intex, Samsung, Vivo, Oppo, Micromax, Nokia etc....",Also listed In Mobile Phone Mobile Phone Shop Mobile Accessories,Also listed In Mobile Phone Mobile Phone Shop Mobile Accessories
119,Mobile Zone,7511122384 0481-2488927,"Karukachal, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets,computerized phone servicing,unlocking, wireless speakers, mobile phone covers,batteries, etc.",Also listed In Mobile Phone Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Shop
120,Salalah Mobiles & Duty Paid,9142716064 8089370369,"Kottayam Town, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, duty paid items..",Also listed In Mobile Phone Mobile Phone Shop Mobile phone accessories,Also listed In Mobile Phone Mobile Phone Shop Mobile phone accessories
121,Next Mobile Shop,9562214375,"Karukachal, Kottayam View Location",Be the first one to rate,"Mobiles & electronics shop. All types of mobiles sales, service and accessories available. Authorised dealer of Intex, Samsung, Vivo, Oppo, Micromax, Nokia etc....",Also listed In Mobile Phone Sales and Service Mobiles & Electronics Mobile phone accessories,Also listed In Mobile Phone Sales and Service Mobiles & Electronics Mobile phone accessories
122,Qms mobiles,9526128202 04742482264 6235395000,"Pulamon, Kollam View Location",Be the first one to rate,പ്രിയപ്പെട്ട ഉപഭോക്‌താക്കളെ മൊബൈൽ ഫോൺ റിപ്പയറിങ് രംഗത്ത് വൻ കുതിപ്പാണ് QMS MOBILES നടത്തുന്നത്. 3 വർഷത്തിലധികം പ്രവർത്തി പരിജയം ഉള്ള ടെക്‌നിഷ്യന്മാർ ഇവിടെ ജോലി ചെയ്യുന്നു. Neet& perfect ആയി വർക്ക്‌ ചെയ്തു കൊടുക്കുന്നു.,"Also listed In Mobile Phone apple service HTC Service Center MOTO, XIOMI servicing","Also listed In Mobile Phone apple service HTC Service Center MOTO, XIOMI servicing"
123,Union Mobiles,9744074028,"Thirunakkara, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc.",Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Accessories,Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Accessories
124,Priyanka Mobiles,7902834233,"Pulimoodu Jn, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc",Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop
125,Mobile Store,9605023876 9020204034,"Pulimoodu Jn, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers,mobile phone covers,batteries, etc...",Also listed In Mobile Phone Sales and Service Mobile Phone Shop,Also listed In Mobile Phone Sales and Service Mobile Phone Shop
126,Techno Mobile Care,9847934488 9567387191,"Vyttila, Cochin, Ernakulam View Location",Be the first one to rate,"Techno Mobile Care 1, htc service center 2, motrola service center Techno Care is one among the leading Mobile Service Centers in Kochi, Kerala. Techno Care offers professional Mobile Phone repair services at best in kerala. We have a fully trained, experienced service department ready to handle all... + More",Also listed In Mobile Phone HTC Service Center Mobile Accessories Mobile Care,Also listed In Mobile Phone HTC Service Center Mobile Accessories Mobile Care
127,Mobile Magic,9995118885 9744554866,"Kaniyapuram, Trivandrum View Location",Be the first one to rate,"Mpbilephone Shop. Mobile sales, service, unlocking and accessories available.",Also listed In Mobile Phone Mobile Phone Unlocking Branded Mobile & Second Hand Mobile Phone Mobile Phone Accessories Shop,Also listed In Mobile Phone Mobile Phone Unlocking Branded Mobile & Second Hand Mobile Phone Mobile Phone Accessories Shop
128,Al-Akbar Mobile Shop,9633599973,"Erattupetta, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries,dutypaid items..",Also listed In Mobile Phone Mobile Phone Shop Mobile phone accessories,Also listed In Mobile Phone Mobile Phone Shop Mobile phone accessories
129,Smartex - Mobile Phone Service Center Kollam,6235396000,"Kottarakkara, Kollam View Location",Be the first one to rate,"Is your Phone screen cracked? Has the battery of your smart phone left you hanging? Your microphone is defective, or you spilled water over your iPad? Our technicians can fix it all on-site with premium parts and expert labour. There’s no need to book an appointment or to mail your device into a remote service centre. Just call us or drop... + More",Also listed In Mobile Phone apple service Mobile Phone Servicing Mobile Phone Unlocking,Also listed In Mobile Phone apple service Mobile Phone Servicing Mobile Phone Unlocking
130,Mobilez,9645277769 9847506540,"Erattupetta, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc.",Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Servicing Mobile Phone Shop
131,Matha Mobiles,9846863185 0481-2545850 7591910091,"Ayarkunnam, Kottayam View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc.",Also listed In Mobile Phone Mobile Phone Shop Mobile phone accessories,Also listed In Mobile Phone Mobile Phone Shop Mobile phone accessories
132,4 G Developers Mobile Shop,9633845517,"Kaniyapuram, Trivandrum View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers,mobile phone covers,batteries, etc",Also listed In Mobile Phone Mobile Phone Servicing,Also listed In Mobile Phone Mobile Phone Servicing
133,Orchid Mobiles,9048380380,"Kaniyapuram, Trivandrum View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc.",Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Accessories,Also listed In Mobile Phone Sales and Service Mobile Phone Shop Mobile Accessories
134,Mobile 4 You,9947120163 9995120163,"Kaniyapuram, Trivandrum View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc",Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop
135,D.R.Mobile Shop,7025219147,"Pothencode, Trivandrum View Location",Be the first one to rate,"Mobile Phone Shop. Dealers of all types of branded mobiles phones, spares and accessories,head phones, bluetooth headsets, wireless speakers, mobile phone covers,batteries, etc...",Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop,Also listed In Mobile Phone Mobile Phone Servicing Sales and Service Mobile Phone Shop
136,Mobile Mall,9745831301 9400008008,"Kaniyapuram, Trivandrum View Location",Be the first one to rate,"Making available a wide range of mobiles and tablets of all renowned national and international brands such as OPPO, Apple, Gionee, Sony, Samsung, Vivo, XOLO, Google, Honor, HTC, Huawei, etc., this is surely a one-stop shop for the young and the old. Connecting people, this mobile store ensures to offer its products at the best prices and... + More",Also listed In Mobile Phone Sales and Service Branded Mobile & Second Hand Mobile Phone Mobile Phone Accessories Shop,Also listed In Mobile Phone Sales and Service Branded Mobile & Second Hand Mobile Phone Mobile Phone Accessories Shop
137,Mobil Tech,9400007007 9656666054,"Kaniyapuram, Trivandrum View Location",Be the first one to rate,"Mobilephone shop. All types of branded mobilephones sales, service and accessories etc....",Also listed In Mobile Phone Sales and Service Mobile Accessories Branded Mobile & Second Hand Mobile Phone,Also listed In Mobile Phone Sales and Service Mobile Accessories Branded Mobile & Second Hand Mobile Phone
