,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
67,"Victoria University, Kampala",world rank  9832,"Plot 1-13 Jinja Road; PO Box 30866
Kampala
Central Region
Uganda",+256 (417) 727 000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Victoria University, Kampala
|
Faculty of Business and Management Faculty of Humanities and Social Sciences Faculty of Science and Technology Faculty of Health Sciences","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
68,VID vitenskapelige høgskole,world rank  5952,"Diakonveien 12
Oslo
0370 Oslo
Norway",+47 990 90 005,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid', 'distant learning']"
69,Vidyasagar University,world rank  9480,"PO Vidyasagar University
Midnapore
721 102 West Bengal
India",+91 (3222) 276 554,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
70,Vidzemes Augstskola,world rank  5575,"Cesu Iela 4
Valmiera
4201 Vidzeme
Latvia",+371 64250853,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association for Tourism and Leisure Education (ATLAS)
European Public Relations Education and Research Association (EUPRERA)
European Association for International Education (EAIE)
Baltic Sea Region University Network (BSRUN)
EkoTekNord","Vidzemes Augstskola
|
Faculty of Business Administration and Economics Faculty of Engineering Faculty of Social Sciences Faculty of Tourism and Hospitality Management Language Study and Examination Centre Socio-technical Systems Engineering Institute","['library', 'housing', 'sports facilities', 'distant learning']"
71,Vietnam Maritime University,world rank  7524,"484 Lachtray Street
Hai Phong
Red River Delta
Vietnam",+84 (31) 372 8641,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Vietnam Maritime University
|
Faculty of Maritime Navigation Faculty of Ship Machinery Faculty of Ship Electricity and Electronic Engineering Faculty of Shipbuilding Faculty of Navigational Business Faculty of Waterway Structural Engineering Faculty of Information Technology Faculty of Postgraduate",['library']
72,Vietnam National University of Agriculture,world rank  6428,"Trau Quy
Hanoi
Red River Delta
Vietnam",+84 (4) 276 906,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
73,"Vietnam National University, Hanoi",world rank  1918,"144 Xuan Thuy Street, Cau Giay District
Hanoi
10000 Red River Delta
Vietnam",+84 (4) 3754 9042,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
ASEAN University Network (AUN)","Vietnam National University, Hanoi
|
College of Science College of Social Sciences and Humanities College of Foreign Languages College of Technology College of Economics College of Education School of Law School of Business School of Graduate Studies International School",['library']
74,"Vietnam National University, Ho Chi Minh City",world rank  5209,"3, Công-Trùong Quôc té
Ho Chi Minh City
Southeast Region
Vietnam",+84 (8) 823 0494,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Vietnam National University, Ho Chi Minh City
|
University of Technology University of Natural Sciences University of Social Sciences and Humanities International University University of Information Technology Institute for Environment and Resources Faculty of Economics","['library', 'sports facilities']"
75,Vignan University,world rank  7514,"Vadlamudi Village, Chebrolu Mandal
Guntur
522 213 Andhra Pradesh
India",+91 (863) 234 4700,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
76,Vijayanagara Sri Krishnadevaraya University,world rank  10491,"Vinayaka Nagar, Cantonment
Bellary
583 105 Karnataka
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
77,Vikram University,world rank  9381,"Madhav Bhawan, Kothi road
Ujjain
456 010 Madhya Pradesh
India",+91 (734) 251 4270,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Medical Council of India (MCI)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
78,Vikrama Simhapuri University,world rank  9249,"Dargamitta
Nellore
524 001 Andhra Pradesh
India",+91 (861) 235 2366,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
79,Villa Maria College,world rank  5576,"240 Pine Ridge Road
Buffalo
14225-3999 New York
United States",+1 (716) 896 0700,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"National Athletic Association (NAA)
National Small College Athletic Association (NSCAA)",['Not reported']
80,Villanova University,world rank  577,"800 Lancaster Avenue
Villanova
19085-1699 Pennsylvania
United States",+1 (610) 519 4500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Council on Accreditation of Nurse Anesthesia Educational Programs (AANA)","International Federation of Catholic Universities (IFCU)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
81,Vilniaus Dailes Akademija,world rank  6201,"Maironio Str. 6
Vilnius
01124 Vilnius
Lithuania",+370 (5) 210 5430,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
82,Vilniaus dizaino kolegija,world rank  9808,"Akmenu g. 3
Vilnius
03202 Vilnius
Lithuania",+370 (5) 2611121,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
83,Vilniaus Gedimino Technikos Universitetas,world rank  1905,"Sauletekio al. 11
Vilnius
10223 Vilnius
Lithuania",+370 (5) 2745029,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Vilniaus Gedimino Technikos Universitetas
|
Antanas Gustaitis' Aviation Institute Faculty of Architecture Faculty of Business Management Faculty of Civil Engineering Faculty of Electronics Faculty of Environmental Engineering Faculty of Fundamental Sciences Faculty of Mechanics Faculty of Transport Engineering Institute of Humanities","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
84,Vilniaus kolegija,world rank  5465,"Saltoniškiu g. 58
Vilnius
08105 Vilnius
Lithuania",+370 (5) 219 1600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"European Association of Institutions in Higher Education (EURASHE)
European Network for Business Studies and Languages (SPACE)
European Network of Physiotherapy in Higher Education (ENPHE)
Veterinary European Transnational Network for Nursing Education and Training (VETNNET)
CDIO
ILITE Network
COMENIUS Association","Vilniaus kolegija
|
Faculty of Electronics and Informatics Faculty of Economics Faculty of Business Management Faculty of Health Care Faculty of Agrotechnologies Faculty of Pedagogy Faculty of Arts and Creative Technologies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
85,Vilniaus kooperacijos kolegija,world rank  9916,"Konstitucijos pr. 11
Vilnius
09308 Vilnius
Lithuania",+370 (5) 275 0183,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
86,Vilniaus technologiju ir dizaino kolegija,world rank  9152,"Antakalnio g. 54
Vilnius
10303 Vilnius
Lithuania",+370 (5) 2341524,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
87,Vilniaus Universitetas,world rank  937,"Universiteto Street 3
Vilnius
01513 Vilnius
Lithuania",+370 (5) 268 7183,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
Utrecht Network
Coimbra Group
ISEP network","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
88,Vilniaus verslo kolegija,world rank  8097,"Kalvariju 129
Vilnius
08221 Vilnius
Lithuania",+370 (5) 2154884,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Lithuanian Colleges’ Directors Conference
Lithuanian NGO Education and Study Institutions’ Association
Lithuanian Higher Education Admissions Association (LAMA BPO)
Lithuanian Hotel and Restaurant Association (LHRA)
INFOBALT Association
European Forum of Technical and Vocational Education and Training (EfVET)
Universities of Applied Sciences network (UASnet)
European Association of Institutions in Higher Education (EURASHE)","Vilniaus verslo kolegija
|
IT Department Foreign Languages Department Economics and Business Department","['library', 'sports facilities']"
89,Vinayaka Mission's Research Foundation,world rank  6720,"Sankari Main Road (National Highway 47), Ariyanoor
Salem
636 308 Tamil Nadu
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,"Distance Education Bureau (DEB)
National Assessment and Accreditation Council (NAAC)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
90,Vinayaka Missions Sikkim University,world rank  11725,"National Highway 31-A Tadong
Gangtok
737 102 Sikkim
India",+91 (3592) 232 588,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
91,Vincennes University,world rank  2526,"1002 N First Street
Vincennes
47591 Indiana
United States",+1 (812) 888 8888,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public State,Non-Profit,no-data,"National Athletic Association (NAA)
National Junior College Athletic Association (NJCAA)",['Not reported']
92,Vinh University,world rank  7630,"182 Le Duan
Vinh
North Central Coast
Vietnam",+84 (38) 355 5738,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Vinh University
|
Faculty of Postgraduate Education Faculty of Philology Faculty of History Faculty of Political Education Faculty of Foreign Languages Faculty of Mathematics Faculty of Physics Faculty of Chemistry Faculty of Biology Faculty of Primary Education Faculty of Physical Education Faculty of Military Education Faculty of Information Technology Faculty of Technology Faculty of Economics Faculty of Agriculture - Forestry - Fisheries Faculty of Law","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
93,Vinnitsa National Medical University,world rank  5596,"Pyrohova Street, 56
Vinnytsia
21018 Vinnytsia Oblast
Ukraine",+380 (432) 570 360,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
94,Vinnitsa State Pedagogical University,world rank  7144,"Ostrog Street, 32
Vinnytsia
21100 Vinnytsia Oblast
Ukraine",+380 (432) 265 220,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Vinnitsa State Pedagogical University
|
Faculty of Philology and Journalism Faculty Preschool, Primary education and the Arts Faculty of History, Ethnology and Law Faculty of Foreign Languages Faculty of Mathematics, Physics and Technology Faculty of Physical Education and Sports",['library']
95,Vinnytsia National Agrarian University,world rank  6633,"Sonyachna Street, 3
Vinnytsia
21100 Vinnytsia Oblast
Ukraine",+380 (432) 437 230,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
96,Vinnytsia National Technical University,world rank  3705,"Khmelnytske Highway 95
Vinnytsia
21021 Vinnytsia Oblast
Ukraine",+380 (432) 325 718,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
97,Vinoba Bhave University,world rank  8621,"Vinoba Bhave University Road
Hazaribag
825 301 Jharkhand
India",+91 (6546) 294 003,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Medical Council of India (MCI)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
98,Virgen Milagrosa University Foundation,world rank  11392,"Martin P. Posadas Avenue
San Carlos City
2420 Ilocos Region
Philippines",+63 (75) 634-1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
99,Virginia Commonwealth University,world rank  222,"910 W Franklin Street
Richmond
23284-2512 Virginia
United States",+1 (804) 828 0100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Accrediting Council on Education in Journalism and Mass Communications (ACEJMC)","Association of Public and Land-Grant Universities (APLU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
100,Virginia Commonwealth University School of the Arts in Qatar,world rank  5317,"PO Box 8095, Al Luqta Street, Education City
Doha
Ad-Dawhah
Qatar",+974 4402 0555,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
101,Virginia Military Institute,world rank  1749,"319 Letcher Avenue
Lexington
24450-0304 Virginia
United States",+1 (540) 464 7211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)
Association to Advance Collegiate Schools of Business (AACSB International)","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
102,Virginia Polytechnic Institute and State University,world rank  67,"800 Drillfield Drive
Blacksburg
24061-0131 Virginia
United States",+1 (540) 231 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)
American Psychological Association (APA)","Association of Public and Land-Grant Universities (APLU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
103,Virginia State University,world rank  2441,"1 Hayden Drive
Petersburg
23806 Virginia
United States",+1 (804) 524 5000,Men and Women (coed),Historically Black Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Applied and Natural Science Accreditation Commission (ANSAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
Computing Accreditation Commission (CAC) of ABET
American Dietetic Association, Commission on Accreditation for Dietetics Education (CADE)
National Association of Schools of Art and Design (NASAD)","Association of Public and Land-Grant Universities (APLU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
104,Virginia Union University,world rank  3822,"1500 N Lombardy Street
Richmond
23220 Virginia
United States",+1 (804) 257 5600,Men and Women (coed),Historically Black Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
Council on Social Work Education (CSWE)
Council for the Accreditation of Educator Preparation (CAEP)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
105,Virginia Wesleyan University,world rank  3543,"5817 Wesleyan Drive
Virginia Beach
23502-5599 Virginia
United States",+1 (757) 455 3200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,American Association for Leisure and Recreation (AALR),"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
106,Visayas State University,world rank  7914,"Visca
Baybay
6521A Eastern Visayas
Philippines",+63 (53) 565 0600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
107,Vishwakarma University,world rank  9685,"Survey No 2, 3, 4 Laxminagar, Kondhwa
Pune
411 048 Maharashtra
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
108,Visoka medicinska škola Prijedor,world rank  12358,"Nikole Pašica 4a
Prijedor
79101 Republika Srpska
Bosnia and Herzegovina",+387 (52) 241 681,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
109,Visoka medunarodna škola Cazin,world rank  13255,"Mala Lisa bb
Cazin
77220 Una-Sana Canton
Bosnia and Herzegovina",+387 (37) 511 311,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
110,Visoka poslovna škola PAR,world rank  11580,"Trg Rijecke rezolucije 4
Rijeka
51000 Primorje-Gorski Kotar
Croatia",+385 5132 7037,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
111,Visoka poslovno tehnicka škola Doboj,world rank  12090,"Ozrenskih srpskih brigada 5A
Doboj
74000 Republika Srpska
Bosnia and Herzegovina",+387 (53) 208 600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
112,Visoka škola Logos centar,world rank  11520,"Bišce polje bb
Mostar
88000 Herzegovina-Neretva Canton
Bosnia and Herzegovina",+387 (36) 445 800,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['distant learning']
113,Visoka škola medunarodnih odnosa i diplomacije Dag Hammarskjöld,world rank  10820,"Ulica Filipa Vukasovica 1
Zagreb
10000 Zagreb
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
114,Visoka škola Primus,world rank  13072,"Dositejeva 3
Gradiška
78400 Republika Srpska
Bosnia and Herzegovina",+387 (51) 816 868,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
115,Visoka škola za ekonomiju i informatiku Prijedor,world rank  12978,"Ul. mitropolita Petra Zimonjica bb
Prijedor
79101 Republika Srpska
Bosnia and Herzegovina",+387 (52) 241 960,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
116,Visoka škola za finansije i racunovodstvo,world rank  12781,"Mitra Trifunovica Uce 9
Tuzla
75000 Tuzla Canton
Bosnia and Herzegovina",+387 (35) 310 390,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
117,Visoka škola za informacijske tehnologije,world rank  10324,"Klaiceva 7
Zagreb
10000 Zagreb
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
118,"Visoka škola za informacione tehnologije, ekonomiju i preduzetništvo",world rank  10852,"Jovana Ducica 14
Banja Luka
78000 Republika Srpska
Bosnia and Herzegovina",+387 (51) 303 527,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
119,Visoka škola za inspekcijski i kadrovski menadžment,world rank  11836,"Ul. Zrinsko Frankopanska 209
Split
21000 Split-Dalmatia
Croatia",+385 (21) 645 375,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
120,Visoka škola za menadžment i dizajn Aspira,world rank  9809,"Mike Tripala 6
Split
21000 Split-Dalmatia
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
121,Visoka škola za menadžment u turizmu i informatici u Virovitici,world rank  10572,"Matije Gupca 78
Virovitica
33000 Virovitica-Podravina
Croatia",+385 (33) 721 099,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
122,Visoka škola za primijenjene i pravne nauke Prometej,world rank  12880,"Ul. Knajza Miloša 10a
Banja Luka
78000 Republika Srpska
Bosnia and Herzegovina",+387 (51) 315 810,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
123,Visoka škola za sigurnost,world rank  11142,"Ul. I. Lucica 5
Zagreb
10000 Zagreb
Croatia",+385 (1) 616 8143,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
124,Visoka škola za turizam i hotelijerstvo Trebinje,world rank  13022,"Stepe Stepanovica bb
Trebinje
89000 Republika Srpska
Bosnia and Herzegovina",+387 (59) 240 220,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
125,Visoka škola za turizam i menadžment Konjic,world rank  12816,"Varda 1
Konjic
88400 Herzegovina-Neretva Canton
Bosnia and Herzegovina",+387 (36) 727 330,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
126,Visoka škola za uslužni biznis,world rank  12588,"Cara Lazara bb
Sokolac
71350 Republika Srpska
Bosnia and Herzegovina",+387 (57) 401 401,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
127,Visoka šola Ravne na Koroškem,world rank  12278,"Gacnikova pot 5
Ravne na Koroškem
2390 Carinthia
Slovenia",+386 (41) 690 786,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
128,Visoka šola za hotelirstvo in turizem Bled,world rank  12604,"Prešernova cesta 32
Bled
4260 Upper Carniola
Slovenia",+386 (4) 575 3410,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
129,Visoka šola za proizvodno inženirstvo,world rank  12502,"Pot na Lavo 22
Celje
3000 Styria
Slovenia",+386 (3) 428 7900,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
130,Visoka šola za racunovodstvo in finance,world rank  11140,"Stegne 21c, II floor
Ljubljana
1000 Lower Carniola
Slovenia",+386 (59) 090 960,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
131,Visoka šola za varstvo okolja,world rank  11279,"Trg mladosti 7
Velenje
3320 Styria
Slovenia",+386 (3) 898 6410,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
132,Visoko gospodarsko ucilište u Križevcima,world rank  10327,"Milislava Demerca 1
Križevci
48260 Koprivnica-Krizevci
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
133,Visoko ucilište Algebra,world rank  6730,"Ilica 242
Zagreb
10000 Zagreb
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
134,Visoko ucilište EFFECTUS,world rank  11036,"Trg J. F. Kennedyja 2
Zagreb
10000 Zagreb
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
135,Visokošolski zavod Fizioterapevtika,world rank  12646,"Bogataj Street 15
Medvode
1215 Upper Carniola
Slovenia",+386 (1) 361 2055,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
136,Visva-Bharati University,world rank  4889,"Shantiniketan
Bolpur
731 235 West Bengal
India",+91 (3463) 262 451,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
137,Visvesvaraya National Institute of Technology,world rank  5866,"South Ambazari Road
Nagpur
440 010 Maharashtra
India",+91 (712) 280 1370,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
138,Visvesvaraya Technological University,world rank  3635,"Jnana Sangama, Machche Belgaum
Belgaum
590 018 Karnataka
India",+91 (831) 240 5454,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)","Visvesvaraya Technological University
|
Faculty of Engineering Faculty of Architecture Faculty of Business Administration Faculty of Humanities and Sciences","['library', 'distant learning']"
