,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
67,Georgian Aviation University,world rank  10609,"16 Queen Ketevan Avenue
Tbilisi
0144 Tbilisi
Georgia",+995 (32) 277 6571,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,no-data,"Georgian Aviation University
|
Faculty of Flight Training Faculty of Engineering Faculty of Business Administration","['library', 'housing', 'sports facilities', 'career services']"
68,Georgian Court University,world rank  3347,"900 Lakewood Avenue
Lakewood
08701-2697 New Jersey
United States",+1 (732) 987 2200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
Council on Social Work Education (CSWE)
Teacher Education Accreditation Council (TEAC)","Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
69,Georgian Institute of Public Affairs,world rank  8077,"2 Marie Brosset Street
Tbilisi
0108 Tbilisi
Georgia",+995 (32) 245 7545,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,"network of Institutes and Schools of Public Administration in Central and Eastern Europe (NISPAcee)
National Association of Schools of Public Affairs and Administration (NASPAA)
National Academy of Public Administration (NAPA)","Georgian Institute of Public Affairs
|
School of Government School of Social Sciences School of Law and Politics Caucasus School of Journalism and Media Management","['library', 'housing', 'sports facilities', 'financial aid']"
70,Georgian National Universty SEU,world rank  10444,"9 Tsinandali Street
Tbilisi
Tbilisi
Georgia",+995 (32) 459 265,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,"Association of Indian Universities (AIU)
Association of Indian Universities (AIU)
Association of Commonwealth Universities (ACU)
Confederation of Indian Industry (CII)","Georgian National Universty SEU
|
School of Business Management School of Law School of Social Sciences School of Medicine","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
71,Georgian State Teaching University of Physical Education and Sport,world rank  11280,"49 Chavchavadze Avenue
Tbilisi
0162 Tbilisi
Georgia",+995 (32) 225 0040,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
72,Georgian Technical University,world rank  4600,"77 Kostava Street
Tbilisi
0175 Tbilisi
Georgia",+995 (32) 365 371,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid', 'distant learning']"
73,German Graduate School of Management and Law,world rank  7536,"Bildungscampus 2
Heilbronn
74076 Baden-Wurttemberg
Germany",+49 (7131) 645 636-0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Verband Private Hochschulen (VPH)
Gesellschaft für wissenschaftliche Weiterbildung
Principles for Responsible Management Education (PRME)","German Graduate School of Management and Law
|
Faculty of Management and Law","['library', 'sports facilities', 'financial aid']"
74,German Jordanian University,world rank  6390,"PO Box 35247
Amman
11180 Amman
Jordan",+962 (6) 530 0666,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"German Jordanian University
|
Talal Abu-Ghazaleh Graduate School of Business Administration School of Natural Resources Engineering and Management School of Management and Logistics Sciences School of Languages School of Computer Engineering and Information Technology School of Architecture and Built","['library', 'sports facilities', 'financial aid']"
75,German University Bangladesh,world rank  11997,"38 T & T Road,Telepara Chandana Chowrasta, Joydebpur
Gazipur
1702 Gazipur
Bangladesh",+880 (2) 929 4511,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"German University Bangladesh
|
Faculty of Business Studies Faculty of Social Science Faculty of Arts Faculty of Engineering Sciences Faculty of Health Sciences Faculty of Bio and Health Sciences","['library', 'housing']"
76,German University of Technology in Oman,world rank  8130,"PO Box 1816
Al Athaiba
130 Muscat
Oman",+968 2206 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,no-data,"German University of Technology in Oman
|
Faculty of Business and Economics Faculty of Engineering and Computer Science Faculty of Sciences Faculty of Urban Planning and Architecture","['library', 'housing', 'sports facilities', 'career services']"
77,Gerrit Rietveld Academie,world rank  3318,"Fred. Roeskestraat 96
Amsterdam
1076 ED North Holland
Netherlands",+31 (20) 571 16 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
78,Gettysburg College,world rank  1028,"300 N Washington Street
Gettysburg
17325-1486 Pennsylvania
United States",+1 (717) 337 6300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,American Chemical Society (ACS),"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
79,Geumgang University,world rank  8872,"14-9 Daemyung-ri
Nonsan
320-931 South Chungcheong
South Korea",+82 (41) 731 3114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
80,Ghalib University,world rank  12309,"West to Taraqi Park, Hanzala Badghisi Road
Herat
Herat
Afghanistan",+93 (70) 350 3500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,no-data,"Ghalib University
|
Faculty of Medicine Faculty of Dentistry Faculty of Law and Political Science Faculty of Economics Faculty of Computer Science","['library', 'housing', 'sports facilities', 'financial aid']"
81,Ghana Baptist University College,world rank  11731,"PO Box 1
Abuakwa-Kumasi
Ashanti
Ghana",+233 (51) 50030,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,University of Cape Coast (UCC),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
82,Ghana Christian University College,world rank  12030,"PO Box DD 48, Dodowa
Accra
Greater Accra
Ghana",+233 (22) 252 042,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,University of Wales,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
83,Ghana Institute of Journalism,world rank  9123,"32nd Gamel Abdul Nasser Road Osu; PO Box GP 667
Accra
Greater Accra
Ghana",+233 302 228336,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
84,Ghana Institute of Languages,world rank  12022,"GIL City Campus, Off Barnes Road, Adabraka PO Box M67
Accra
Greater Accra
Ghana",+233 (577) 734 441,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,University of Ghana,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
85,Ghana Institute of Management and Public Administration,world rank  6157,"PO Box AH 50 Achimota
Accra
Greater Accra
Ghana",+233 (21) 401 681,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of African Universities (AAU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
86,Ghana Technology University College,world rank  8355,"Private Mailbox 100
Accra North
Greater Accra
Ghana",+233 (21) 221 412,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Not reported,Kwame Nkrumah university of Science and Technology (KNUST),"Ghana Technology University College
|
Faculty of Engineering Faculty of Computing and Information Systems Faculty of IT Business","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
87,Gharjistan University,world rank  12782,"Red Cross Crossroad, opposite Gohargarri Market
Kabul
Kabul
Afghanistan",+93 (79) 314 2009,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
88,Ghazi Amanullah Khan Institute of Higher Education,world rank  Un,"Arzaan Qeemat
Kabul
Kabul
Afghanistan",+93,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
89,Ghazi University,world rank  10970,"College Chowk, Near Pul Dat
Dera Ghazi Khan
Punjab
Pakistan",+92,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Ghazi University
|
Faculty of Agricultural Sciences Faculty of Management and Social Sciences Faculty of Arts Faculty of Science","['library', 'sports facilities']"
90,Ghazni University,world rank  12772,"Ghazni
Ghazni
Afghanistan",+93 (77) 956 0915,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
91,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,world rank  5552,"Topi
23460 Khyber Pakhtunkhwa
Pakistan",+92 (938) 271 858,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Association of Commonwealth Universities (ACU),"Ghulam Ishaq Khan Institute of Engineering Sciences and Technology
|
Faculty of Computer Science and Engineering Faculty of Electronic Engineering Faculty of Engineering Sciences Faculty of Mechanical Engineering Faculty of Materials Science and Engineering","['library', 'housing', 'sports facilities', 'financial aid']"
92,Gideon Robert University,world rank  12704,"NPF building, 5floor, Cairo Road
Lusaka
Lusaka
Zambia",+260 96 989 9875,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,"Health Professions Council of Zambia
General Nursing Council of Zambia
Association of Private Universities in Zambia
Zambia Qualification Authority","Gideon Robert University
|
School of Commerce and Developmental Studies School of Teacher Education School of Engineering and Bio-Sciences School of Humanities and Law School of Medicine and Health Sciences","['library', 'housing', 'financial aid']"
93,GIET University,world rank  10683,"Gobriguda, Po- Kharling
Gunupur
765 022 Odisha
India",+91 (6857) 250 172,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Not reported,Not reported,All India Council for Technical Education (AICTE),"GIET University
|
School of Engineering and Technology School of Biotechnology School of Agricultural Sciences School of Basic Sciences School of Management Studies School of Arts and Humanities",['Not reported']
94,GIFT University,world rank  8230,"Near Lohiyanwala Bypass
Gujranwala
52250 Punjab
Pakistan",+92 (55) 389 2989,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
95,Gifu College of Nursing,world rank  7899,"Hashima
Gifu
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
96,Gifu Kyoritsu University,world rank  6416,"5-50 Kitagata-cho
Ogaki
503-8550 Gifu
Japan",+81 (584) 77 3511,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
97,Gifu Pharmaceutical University,world rank  6386,"5-6-1 Mitahora-higashi
Gifu
502-8585 Gifu
Japan",+81 (58) 237 3931,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
98,Gifu Shotoku Gakuen University,world rank  5525,"2078 Takakuwa, Yanaizu-cho, Hashima-gun
Gifu
501-6174 Gifu
Japan",+81 (58) 279 0804,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
99,Gifu University,world rank  1857,"1-1 Yanagido
Gifu
501-1193 Gifu
Japan",+81 (58) 230 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Gifu University
|
Faculty of Education Faculty of Regional Studies School of Medicine Faculty of Engineering Faculty of Applied Biological Sciences Faculty of Agriculture",['library']
100,Gifu University of Medical Science,world rank  9468,"Seki
Gifu
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
101,Gifu Women's University,world rank  6675,"80 Taromaru
Gifu
501-2592 Gifu
Japan",+81 (58) 229 2211,Women Only,"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
102,Gilan University of Medical Sciences,world rank  4970,"Namjoo Avenue
Rasht
41625 Gilan
Iran",+98 (131) 322 1282,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
103,Gimcheon University,world rank  10904,"214, Daehak-ro
Gimcheon
North Gyeongsang
South Korea",+82 54-420-4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Gimcheon University
|
College of Nursing and Health Science College of Humanities and Social Science College of Education College of Engineering College of Arts and Sport Science",['library']
104,Giresun Üniversitesi,world rank  3289,"Giresun Üniversitesi Rektörlük Gaziler Mahallesi, Prof. Ahmet Taner Kislali Cd
Giresun
28200 Giresun
Turkey",+90 (454) 310 10 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
105,Girne Amerikan Üniversitesi,world rank  4712,"University Drive, PO Box 5
Kyrenia
99428 Northern Cyprus
Cyprus",+90 (850) 650 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Federation of the Universities of the Islamic World (FUIW)
European Foundation for Management Development (EFMD)
Accreditation Council for Business Schools and Programs (ACBSP)
Eurhodip
Erasmus Student Network (ESN)
International Vocational Education and Training Association (IVETA)
European Council of International Schools (ECIS)
European Council for Business Education (ECBE)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
106,Girne Üniversitesi,world rank  7911,"Sehit Yahya Bakir sokak Karakum
Kyrenia
9000 Northern Cyprus
Cyprus",+90 (392) 650 2600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"IMO - International Maritime Organization
ALSIM - Flight Training Solutions
UK Civil Aviation Authority
Turkish CAA - Directorate General of Civil Aviation (DGCA)","Girne Üniversitesi
|
Faculty of Maritime Studies Faculty of Maritime Management Faculty of Marine Sciences Faculty of Architecture Faculty of Education Faculty of Aviation and Space Sciences Faculty of Economics and Administrative Sciences Faculty of Engineering Faculty of Pharmacy Faculty of Dentistry Faculty of Medicine Faculty of Health Sciences Faculty of Law Faculty of Arts and Sciences Maritime Vocational School Vocational School of Health Services Graduate School of Applied Sciences Graduate School of Health Sciences Graduate School of Social Sciences","['library', 'housing', 'sports facilities', 'financial aid']"
107,GLA University,world rank  7889,"17km Stone, National Highway 2, Mathura-Delhi Road
Chaumuhan
281 406 Uttar Pradesh
India",+91 5662 250 900,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
108,Glasgow Caledonian University,world rank  1230,"Britannia Building, Cowcaddens Road
Glasgow
G4 0BA Scotland
United Kingdom",+44 (141) 331 3000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
European University Association (EUA)
University Alliance
Universities Scotland
Universities UK","Glasgow Caledonian University
|
School of Built and Natural Environment Caledonian Business School School of Engineering and Computing School of Health and Social Care School of Life Sciences School of Law and Social Sciences School of Nursing, Midwifery and Community Health","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
109,Glenville State College,world rank  5262,"200 High Street
Glenville
26351-1292 West Virginia
United States",+1 (304) 462 7361,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,Council for the Accreditation of Educator Preparation (CAEP),"American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
110,Glion Institute of Higher Education,world rank  3406,"Route de Glion 111
Glion
1823 Vaud
Switzerland",+41 (21) 966 3535,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,Sommet Education,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
111,Global College,world rank  12144,"245 Eleonon Street
Nicosia
2048 Nicosia
Cyprus",+357 (22) 814 555,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
112,Global College of Engineering and Technology,world rank  11573,"PO Box 2546
Ruwi
112 Muscat
Oman",+968 2422 7900,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Global College of Engineering and Technology
|
Foundation Studies Department Electronics and Telecommunication Department Mechanical Engineering and Vehicle Technology Department Computing Department",['library']
113,Global Leadership University,world rank  12302,"Green Lake-51 street, 11 th khoroo Sukhbaatar district
Ulaanbaatar
210620 Ulaanbaatar
Mongolia",+976 9901 1662,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
114,Global University,world rank  10400,"Batrakiyyeh Street
Beirut
15-5085 Beirut
Lebanon",+961 (1) 358 058,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Universities Association of Lebanon
Association of Arab Universities (AArU)
International Association of Universities (IAU)
Society of Arab Faculties and Institutes of Physiotherapy (SFIPA)
Association of Arab and European Universities (AEUA)
Arab Society of Faculties of Business Administration, Economic and Political Sciences (BEPS)
Arab Association of Collegiate Registrars and Admissions Officers (Arab-ACRAO)","Global University
|
Faculty of Administrative Sciences Faculty of Health Sciences Faculty of Literature and Humanities","['library', 'housing', 'sports facilities', 'financial aid']"
115,Global University Bangladesh,world rank  12808,"BN Tower, Sher-E-Bangla Sarak, Natullahbad
Barisal
8200 Barisal
Bangladesh",+880 (431) 63332,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
116,Glocal University,world rank  8359,"Mirzapur Pole, Delhi Yamunotri Marg, State Highway 57
Saharanpur
247 121 Uttar Pradesh
India",+91 (135) 651 8559,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Glocal University
|
School of B.Tech School of Computer Science School of Natural and Applied Sciences School of Law School of Pharmacy School of Business and Commerce School of Life and Allied Health Centre Hospital and Research Centre","['library', 'housing', 'sports facilities']"
117,Glorious Vision University,world rank  11690,"Ehor-Ogwa Road
Ogwa
Edo
Nigeria",+234 (803) 526 8987,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Glorious Vision University
|
College of Humanities College of Basic and Applied Sciences College of Social and Management Sciences","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
118,GNA University,world rank  9823,"Sri Hargobindgarh, Phagwara-Hoshiarpur Road
Phagwara
144 405 Punjab
India",+91 (1824) 504 999,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
119,Goa University,world rank  5485,"Taleigao Plateau
Taleigao
403 206 Goa
India",+91 (832) 451 576,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Medical Council of India (MCI)","Goa University
|
Faculty of Language and Literature Faculty of Natural Sciences Faculty of Social Sciences Faculty of Life Sciences and Environment Faculty of Commerce Faculty of Management Studies Faculty of Medicine Faculty of Engineering Faculty of Law Faculty of Performing, Fine Arts and Music Faculty of Design","['library', 'housing', 'sports facilities']"
120,Goce Delcev University of Štip,world rank  4658,"Krste Misirkov 10-A, PO Box 201
Štip
2000
North Macedonia",+389 (32) 550 000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Yüksekögretim Kurulu (YÖK)
European University Association (EUA)","Goce Delcev University of Štip
|
Faculty of Law Faculty of Economics Faculty of Education Faculty of Computer Science Faculty of Natural and Technical sciences Faculty of Agriculture Faculty of Medicine Faculty of Philology Faculty of Tourism and Business Logistics Faculty of Technology Faculty of Mechanical Engineering Faculty of Electrical Engineering Academy of Music Art Academy Film Academy","['library', 'sports facilities', 'financial aid']"
121,Goddard College,world rank  3102,"123 Pitkin Road
Plainfield
05667-9432 Vermont
United States",+1 (802) 454 8311,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Goddard College Corporation
Council of Independent Colleges (CIC)",['Not reported']
122,Godfrey Okoye University,world rank  9710,"Private Mailbox 01014
Ugwuomu-Nike
Enugu
Nigeria",+234 (817) 267 2245,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Godfrey Okoye University
|
Faculty of Humanities, Management and Social Studies Faculty of Natural and Applied Sciences Faculty of Arts Faculty of Law Faculty of Education","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
123,God's Bible School and College,world rank  7227,"1810 Young Street
Cincinnati
45202-6838 Ohio
United States",+1 (513) 721 7944,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Association for Biblical Higher Education (ABHE), Commission on Accreditation",Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
124,Goethe-Universität Frankfurt am Main,world rank  226,"Theodor-W.-Adorno-Platz 6
Frankfurt am Main
60323 Hesse
Germany",+49 (69) 7980,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,European University Association (EUA),"Goethe-Universität Frankfurt am Main
|
Faculty of Law Faculty of Business Administration and Economics Faculty of Social Sciences Faculty of Education Faculty of Sports and Psychology Faculty of Theology Faculty of Philosophy and History Faculty of Languages and Cultural Studies Faculty of New Philology Faculty of Geosciences Faculty of Computer Science and Math Faculty of Physics Faculty of Biochemistry, Chemistry and Pharmacy Faculty of Biosciences Faculty of Medicine GRADE Graduate School","['library', 'housing', 'sports facilities', 'financial aid']"
125,Gokhale Institute of Politics and Economics,world rank  7865,"846 Shivajinagar, BMCC Road, Deccan Gymkhana
Pune
411 004 Maharashtra
India",+91 (20) 2565 0287,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
126,Golbahar University of Science and New Technology,world rank  12937,"Mashhad
93614-74956 Razavi Khorasan
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
127,Golden Gate University,world rank  1562,"536 Mission Street
San Francisco
94105-2968 California
United States",+1 (415) 442 7800,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,Council of Independent Colleges (CIC),['Not reported']
128,Goldey-Beacom College,world rank  5074,"4701 Limestone Road
Wilmington
19808-1927 Delaware
United States",+1 (302) 998 8814,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Accreditation Council for Business Schools and Programs (ACBSP),"International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
129,Goldfarb School of Nursing at Barnes-Jewish College,world rank  6578,"4483 Duncan Avenue
St. Louis
63110 Missouri
United States",+1 (314) 454 7055,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,Barnes-Jewish Hospital,['Not reported']
130,"Goldsmiths, University of London",world rank  556,"New Cross
London
SE14 6NW London
United Kingdom",+44 (20) 7919 7171,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
European University Association (EUA)
Universities UK","Goldsmiths, University of London
|
Department of Anthropology Department of Art Department of Computing Department of Design Department of Educational Studies Department of English and Comparative Literature Department of History Department of Media, Communications and Culture Department of Music Department of Politics and International Relations Department of Psychology Department of Sociology Department of Social, Therapeutic and Community Studies Department of Theatre and Performance Department of Visual Cultures Institute of Management Studies Institute for Creative and Cultural Entrepreneurship","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
131,Golestan University,world rank  7465,"Gorgan
Golestan
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
132,Golestan University of Medical Sciences,world rank  5104,"Gorgan
Golestan
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
133,Golpayegan University of Technology,world rank  11178,"Moallem Blvd
Golpayegan
87717-65651 Isfahan
Iran",+98 (31) 5724 1568,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
134,Gomal University,world rank  9184,"NH 55
Dera Ismail Khan
Khyber Pakhtunkhwa
Pakistan",+92 (966) 750 424-9,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Federation of the Universities of the Islamic World (FUIW),"Gomal University
|
Faculty of Arts Faculty of Agriculture Faculty of Pharmacy Faculty of Science","['library', 'housing', 'sports facilities', 'distant learning']"
135,Gombe State University,world rank  11156,"Tudun Wada Quarters
Gombe
Gombe
Nigeria",+234,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Gombe State University
|
Faculty of Science Faculty of Arts Faculty of Education","['library', 'housing', 'sports facilities', 'financial aid']"
136,Gombe State University of Science and Technology,world rank  Un,"Kumo
Gombe
Nigeria",+234,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
